metric_name,Date,day_score
SIGNAL REPAIR ON-TIME %,5/2/2018,1.25
STREETLIGHT ON-TIME %,5/2/2018,0.159574468
TREE MAINTENANCE ON-TIME %,5/2/2018,1.25
311 CALL CENTER PERFORMANCE,5/3/2018,0.984175802
311 CONSTITUENT EXPERIENCE SURVEYS,5/3/2018,NA
BFD RESPONSE TIME,5/3/2018,0.954478708
BPS ATTENDANCE,5/3/2018,0.976135957
CITY SERVICES SATISFACTION SURVEYS,5/3/2018,0.892857143
CODE ENFORCEMENT ON-TIME %,5/3/2018,1.25
CODE ENFORCEMENT TRASH COLLECTION,5/3/2018,1.25
EMS RESPONSE TIME,5/3/2018,0.884521319
GRAFFITI ON-TIME %,5/3/2018,0.798611111
LIBRARY USERS,5/3/2018,1.118933741
MISSED TRASH ON-TIME %,5/3/2018,1.209677419
PARKS MAINTENANCE ON-TIME %,5/3/2018,1.25
POTHOLE ON-TIME %,5/3/2018,0.65
SIGN INSTALLATION ON-TIME %,5/3/2018,1.153846154
SIGNAL REPAIR ON-TIME %,5/3/2018,1.25
STREETLIGHT ON-TIME %,5/3/2018,0.546875
TREE MAINTENANCE ON-TIME %,5/3/2018,1.15
311 CALL CENTER PERFORMANCE,5/4/2018,1.017977041
311 CALL CENTER PERFORMANCE,5/4/2018,1.017977041
311 CONSTITUENT EXPERIENCE SURVEYS,5/4/2018,NA
311 CONSTITUENT EXPERIENCE SURVEYS,5/4/2018,NA
BFD RESPONSE TIME,5/4/2018,0.958967266
BFD RESPONSE TIME,5/4/2018,0.958967266
BPS ATTENDANCE,5/4/2018,0.977088171
BPS ATTENDANCE,5/4/2018,0.977088171
CITY SERVICES SATISFACTION SURVEYS,5/4/2018,0.75
CITY SERVICES SATISFACTION SURVEYS,5/4/2018,0.75
CODE ENFORCEMENT ON-TIME %,5/4/2018,1.25
CODE ENFORCEMENT ON-TIME %,5/4/2018,1.25
CODE ENFORCEMENT TRASH COLLECTION,5/4/2018,1.25
CODE ENFORCEMENT TRASH COLLECTION,5/4/2018,1.25
EMS RESPONSE TIME,5/4/2018,0.921895479
EMS RESPONSE TIME,5/4/2018,0.921895479
GRAFFITI ON-TIME %,5/4/2018,0.661764706
GRAFFITI ON-TIME %,5/4/2018,0.661764706
LIBRARY USERS,5/4/2018,0.953893247
LIBRARY USERS,5/4/2018,0.953893247
MISSED TRASH ON-TIME %,5/4/2018,1.25
MISSED TRASH ON-TIME %,5/4/2018,1.25
PARKS MAINTENANCE ON-TIME %,5/4/2018,0.9375
PARKS MAINTENANCE ON-TIME %,5/4/2018,0.9375
POTHOLE ON-TIME %,5/4/2018,0.625
POTHOLE ON-TIME %,5/4/2018,0.625
SIGN INSTALLATION ON-TIME %,5/4/2018,1.09375
SIGN INSTALLATION ON-TIME %,5/4/2018,1.09375
SIGNAL REPAIR ON-TIME %,5/4/2018,1.25
SIGNAL REPAIR ON-TIME %,5/4/2018,1.25
STREETLIGHT ON-TIME %,5/4/2018,0.735294118
STREETLIGHT ON-TIME %,5/4/2018,0.735294118
TREE MAINTENANCE ON-TIME %,5/4/2018,0.833333333
TREE MAINTENANCE ON-TIME %,5/4/2018,0.833333333
311 CALL CENTER PERFORMANCE,5/9/2018,0.978780944
311 CALL CENTER PERFORMANCE,5/9/2018,0.978780944
311 CONSTITUENT EXPERIENCE SURVEYS,5/9/2018,NA
311 CONSTITUENT EXPERIENCE SURVEYS,5/9/2018,NA
BFD RESPONSE TIME,5/9/2018,0.960144928
BFD RESPONSE TIME,5/9/2018,0.960144928
BPS ATTENDANCE,5/9/2018,0.975502573
BPS ATTENDANCE,5/9/2018,0.975502573
CITY SERVICES SATISFACTION SURVEYS,5/9/2018,0.916666667
CITY SERVICES SATISFACTION SURVEYS,5/9/2018,0.916666667
CODE ENFORCEMENT ON-TIME %,5/9/2018,1.25
CODE ENFORCEMENT ON-TIME %,5/9/2018,1.25
CODE ENFORCEMENT TRASH COLLECTION,5/9/2018,1.25
CODE ENFORCEMENT TRASH COLLECTION,5/9/2018,1.25
EMS RESPONSE TIME,5/9/2018,0.94488189
EMS RESPONSE TIME,5/9/2018,0.94488189
GRAFFITI ON-TIME %,5/9/2018,0.657894737
GRAFFITI ON-TIME %,5/9/2018,0.657894737
LIBRARY USERS,5/9/2018,1.159735849
LIBRARY USERS,5/9/2018,1.159735849
MISSED TRASH ON-TIME %,5/9/2018,1.225961538
MISSED TRASH ON-TIME %,5/9/2018,1.225961538
PARKS MAINTENANCE ON-TIME %,5/9/2018,0.871212121
PARKS MAINTENANCE ON-TIME %,5/9/2018,0.871212121
POTHOLE ON-TIME %,5/9/2018,0.9375
POTHOLE ON-TIME %,5/9/2018,0.9375
SIGN INSTALLATION ON-TIME %,5/9/2018,0
SIGN INSTALLATION ON-TIME %,5/9/2018,0
SIGNAL REPAIR ON-TIME %,5/9/2018,1.125
SIGNAL REPAIR ON-TIME %,5/9/2018,1.125
STREETLIGHT ON-TIME %,5/9/2018,0.535714286
STREETLIGHT ON-TIME %,5/9/2018,0.535714286
TREE MAINTENANCE ON-TIME %,5/9/2018,0.833333333
TREE MAINTENANCE ON-TIME %,5/9/2018,0.833333333
311 CALL CENTER PERFORMANCE,5/10/2018,1.019883041
311 CONSTITUENT EXPERIENCE SURVEYS,5/10/2018,NA
BFD RESPONSE TIME,5/10/2018,0.957854406
BPS ATTENDANCE,5/10/2018,0.979222301
CITY SERVICES SATISFACTION SURVEYS,5/10/2018,0.5
CODE ENFORCEMENT ON-TIME %,5/10/2018,1.25
CODE ENFORCEMENT TRASH COLLECTION,5/10/2018,1.25
EMS RESPONSE TIME,5/10/2018,0.942407884
GRAFFITI ON-TIME %,5/10/2018,0.510204082
LIBRARY USERS,5/10/2018,1.11553681
MISSED TRASH ON-TIME %,5/10/2018,1.159090909
PARKS MAINTENANCE ON-TIME %,5/10/2018,1.09375
POTHOLE ON-TIME %,5/10/2018,1.25
SIGN INSTALLATION ON-TIME %,5/10/2018,1.25
SIGNAL REPAIR ON-TIME %,5/10/2018,1.176470588
STREETLIGHT ON-TIME %,5/10/2018,0.25
TREE MAINTENANCE ON-TIME %,5/10/2018,1.041666667
311 CALL CENTER PERFORMANCE,5/11/2018,0.99245206
311 CONSTITUENT EXPERIENCE SURVEYS,5/11/2018,NA
BFD RESPONSE TIME,5/11/2018,1.014739229
BPS ATTENDANCE,5/11/2018,0.971732146
CITY SERVICES SATISFACTION SURVEYS,5/11/2018,1.027777778
CODE ENFORCEMENT ON-TIME %,5/11/2018,1.202531646
CODE ENFORCEMENT TRASH COLLECTION,5/11/2018,1.25
EMS RESPONSE TIME,5/11/2018,0.89108955
GRAFFITI ON-TIME %,5/11/2018,0.643939394
LIBRARY USERS,5/11/2018,1.019185512
MISSED TRASH ON-TIME %,5/11/2018,1.158088235
PARKS MAINTENANCE ON-TIME %,5/11/2018,1.0625
POTHOLE ON-TIME %,5/11/2018,1
SIGN INSTALLATION ON-TIME %,5/11/2018,0.714285714
SIGNAL REPAIR ON-TIME %,5/11/2018,1.25
STREETLIGHT ON-TIME %,5/11/2018,0.375
TREE MAINTENANCE ON-TIME %,5/11/2018,1.1875
311 CALL CENTER PERFORMANCE,5/12/2018,0.975660495
311 CONSTITUENT EXPERIENCE SURVEYS,5/12/2018,NA
BFD RESPONSE TIME,5/12/2018,0.873015873
BPS ATTENDANCE,5/12/2018,0.96006055
CITY SERVICES SATISFACTION SURVEYS,5/12/2018,0.916666667
CODE ENFORCEMENT ON-TIME %,5/12/2018,1.25
CODE ENFORCEMENT TRASH COLLECTION,5/12/2018,1.25
EMS RESPONSE TIME,5/12/2018,0.872727273
GRAFFITI ON-TIME %,5/12/2018,1.071428571
LIBRARY USERS,5/12/2018,1.059473132
MISSED TRASH ON-TIME %,5/12/2018,1.197916667
PARKS MAINTENANCE ON-TIME %,5/12/2018,1.153846154
POTHOLE ON-TIME %,5/12/2018,0.585106383
SIGN INSTALLATION ON-TIME %,5/12/2018,1.145833333
SIGNAL REPAIR ON-TIME %,5/12/2018,1.25
STREETLIGHT ON-TIME %,5/12/2018,0.35
TREE MAINTENANCE ON-TIME %,5/12/2018,1.25
311 CALL CENTER PERFORMANCE,5/13/2018,1.017964072
311 CONSTITUENT EXPERIENCE SURVEYS,5/13/2018,NA
BFD RESPONSE TIME,5/13/2018,NA
BPS ATTENDANCE,5/13/2018,NA
CITY SERVICES SATISFACTION SURVEYS,5/13/2018,0.25
CODE ENFORCEMENT ON-TIME %,5/13/2018,1.25
CODE ENFORCEMENT TRASH COLLECTION,5/13/2018,NA
EMS RESPONSE TIME,5/13/2018,NA
GRAFFITI ON-TIME %,5/13/2018,0.694444444
LIBRARY USERS,5/13/2018,0.977072563
MISSED TRASH ON-TIME %,5/13/2018,NA
PARKS MAINTENANCE ON-TIME %,5/13/2018,1.25
POTHOLE ON-TIME %,5/13/2018,NA
SIGN INSTALLATION ON-TIME %,5/13/2018,NA
SIGNAL REPAIR ON-TIME %,5/13/2018,1.25
STREETLIGHT ON-TIME %,5/13/2018,0.5
TREE MAINTENANCE ON-TIME %,5/13/2018,NA
311 CALL CENTER PERFORMANCE,5/14/2018,1.012909633
311 CONSTITUENT EXPERIENCE SURVEYS,5/14/2018,NA
BFD RESPONSE TIME,5/14/2018,0.983606557
BPS ATTENDANCE,5/14/2018,NA
CITY SERVICES SATISFACTION SURVEYS,5/14/2018,1.25
CODE ENFORCEMENT ON-TIME %,5/14/2018,1.25
CODE ENFORCEMENT TRASH COLLECTION,5/14/2018,1.25
EMS RESPONSE TIME,5/14/2018,1.085972851
GRAFFITI ON-TIME %,5/14/2018,NA
LIBRARY USERS,5/14/2018,0.820336617
MISSED TRASH ON-TIME %,5/14/2018,1.25
PARKS MAINTENANCE ON-TIME %,5/14/2018,NA
POTHOLE ON-TIME %,5/14/2018,NA
SIGN INSTALLATION ON-TIME %,5/14/2018,NA
SIGNAL REPAIR ON-TIME %,5/14/2018,0.3125
STREETLIGHT ON-TIME %,5/14/2018,NA
TREE MAINTENANCE ON-TIME %,5/14/2018,NA
311 CALL CENTER PERFORMANCE,5/15/2018,1.031738136
311 CONSTITUENT EXPERIENCE SURVEYS,5/15/2018,1.25
BFD RESPONSE TIME,5/15/2018,0.995115995
BPS ATTENDANCE,5/15/2018,0.9553295
CITY SERVICES SATISFACTION SURVEYS,5/15/2018,0.75
CODE ENFORCEMENT ON-TIME %,5/15/2018,1.206395349
CODE ENFORCEMENT TRASH COLLECTION,5/15/2018,1.195652174
EMS RESPONSE TIME,5/15/2018,0.917196985
GRAFFITI ON-TIME %,5/15/2018,0.769230769
LIBRARY USERS,5/15/2018,1.282849703
MISSED TRASH ON-TIME %,5/15/2018,1.142241379
PARKS MAINTENANCE ON-TIME %,5/15/2018,1.25
POTHOLE ON-TIME %,5/15/2018,1.013513514
SIGN INSTALLATION ON-TIME %,5/15/2018,0.576923077
SIGNAL REPAIR ON-TIME %,5/15/2018,1.25
STREETLIGHT ON-TIME %,5/15/2018,0.714285714
TREE MAINTENANCE ON-TIME %,5/15/2018,1.25
311 CALL CENTER PERFORMANCE,5/16/2018,0.981301269
311 CONSTITUENT EXPERIENCE SURVEYS,5/16/2018,1.125
BFD RESPONSE TIME,5/16/2018,0.931738914
BPS ATTENDANCE,5/16/2018,0.968939433
CITY SERVICES SATISFACTION SURVEYS,5/16/2018,1.083333333
CODE ENFORCEMENT ON-TIME %,5/16/2018,1.216216216
CODE ENFORCEMENT TRASH COLLECTION,5/16/2018,1.208333333
EMS RESPONSE TIME,5/16/2018,0.904523068
GRAFFITI ON-TIME %,5/16/2018,0.805555556
LIBRARY USERS,5/16/2018,1.165946367
MISSED TRASH ON-TIME %,5/16/2018,1.076388889
PARKS MAINTENANCE ON-TIME %,5/16/2018,1.029411765
POTHOLE ON-TIME %,5/16/2018,1.15
SIGN INSTALLATION ON-TIME %,5/16/2018,0.892857143
SIGNAL REPAIR ON-TIME %,5/16/2018,1.25
STREETLIGHT ON-TIME %,5/16/2018,0.269607843
TREE MAINTENANCE ON-TIME %,5/16/2018,1.083333333
311 CALL CENTER PERFORMANCE,5/17/2018,1.018135226
311 CONSTITUENT EXPERIENCE SURVEYS,5/17/2018,1.25
BFD RESPONSE TIME,5/17/2018,0.932539683
BPS ATTENDANCE,5/17/2018,0.972255225
CITY SERVICES SATISFACTION SURVEYS,5/17/2018,1.25
CODE ENFORCEMENT ON-TIME %,5/17/2018,1.213768116
CODE ENFORCEMENT TRASH COLLECTION,5/17/2018,1.25
EMS RESPONSE TIME,5/17/2018,0.965146936
GRAFFITI ON-TIME %,5/17/2018,1
LIBRARY USERS,5/17/2018,1.253992967
MISSED TRASH ON-TIME %,5/17/2018,1.25
PARKS MAINTENANCE ON-TIME %,5/17/2018,1.25
POTHOLE ON-TIME %,5/17/2018,0.892857143
SIGN INSTALLATION ON-TIME %,5/17/2018,0.955882353
SIGNAL REPAIR ON-TIME %,5/17/2018,1.25
STREETLIGHT ON-TIME %,5/17/2018,0.53030303
TREE MAINTENANCE ON-TIME %,5/17/2018,1.25
311 CALL CENTER PERFORMANCE,5/18/2018,1.017126149
311 CONSTITUENT EXPERIENCE SURVEYS,5/18/2018,NA
BFD RESPONSE TIME,5/18/2018,0.95750128
BPS ATTENDANCE,5/18/2018,0.969683309
CITY SERVICES SATISFACTION SURVEYS,5/18/2018,0.25
CODE ENFORCEMENT ON-TIME %,5/18/2018,1.25
CODE ENFORCEMENT TRASH COLLECTION,5/18/2018,1.25
EMS RESPONSE TIME,5/18/2018,0.858164072
GRAFFITI ON-TIME %,5/18/2018,0.584677419
LIBRARY USERS,5/18/2018,1.073873245
MISSED TRASH ON-TIME %,5/18/2018,1.184210526
PARKS MAINTENANCE ON-TIME %,5/18/2018,1.166666667
POTHOLE ON-TIME %,5/18/2018,0.855263158
SIGN INSTALLATION ON-TIME %,5/18/2018,1.25
SIGNAL REPAIR ON-TIME %,5/18/2018,1.25
STREETLIGHT ON-TIME %,5/18/2018,0.694444444
TREE MAINTENANCE ON-TIME %,5/18/2018,1.25
311 CALL CENTER PERFORMANCE,5/19/2018,1.010332951
311 CONSTITUENT EXPERIENCE SURVEYS,5/19/2018,NA
BFD RESPONSE TIME,5/19/2018,1.111111111
BPS ATTENDANCE,5/19/2018,0.954923346
CITY SERVICES SATISFACTION SURVEYS,5/19/2018,0.75
CODE ENFORCEMENT ON-TIME %,5/19/2018,1.25
CODE ENFORCEMENT TRASH COLLECTION,5/19/2018,1.25
EMS RESPONSE TIME,5/19/2018,1.2
GRAFFITI ON-TIME %,5/19/2018,0.71969697
LIBRARY USERS,5/19/2018,1.10944085
MISSED TRASH ON-TIME %,5/19/2018,1.145833333
PARKS MAINTENANCE ON-TIME %,5/19/2018,1.25
POTHOLE ON-TIME %,5/19/2018,1.130952381
SIGN INSTALLATION ON-TIME %,5/19/2018,0.875
SIGNAL REPAIR ON-TIME %,5/19/2018,0.243055556
STREETLIGHT ON-TIME %,5/19/2018,0.661764706
TREE MAINTENANCE ON-TIME %,5/19/2018,1.25
311 CALL CENTER PERFORMANCE,5/20/2018,1.020298186
311 CONSTITUENT EXPERIENCE SURVEYS,5/20/2018,NA
BFD RESPONSE TIME,5/20/2018,NA
BPS ATTENDANCE,5/20/2018,NA
CITY SERVICES SATISFACTION SURVEYS,5/20/2018,1.25
CODE ENFORCEMENT ON-TIME %,5/20/2018,NA
CODE ENFORCEMENT TRASH COLLECTION,5/20/2018,1.25
EMS RESPONSE TIME,5/20/2018,NA
GRAFFITI ON-TIME %,5/20/2018,NA
LIBRARY USERS,5/20/2018,0.980189515
MISSED TRASH ON-TIME %,5/20/2018,1.25
PARKS MAINTENANCE ON-TIME %,5/20/2018,1.25
POTHOLE ON-TIME %,5/20/2018,1.25
SIGN INSTALLATION ON-TIME %,5/20/2018,NA
SIGNAL REPAIR ON-TIME %,5/20/2018,0.357142857
STREETLIGHT ON-TIME %,5/20/2018,NA
TREE MAINTENANCE ON-TIME %,5/20/2018,NA
311 CALL CENTER PERFORMANCE,5/21/2018,0.984615385
311 CONSTITUENT EXPERIENCE SURVEYS,5/21/2018,NA
BFD RESPONSE TIME,5/21/2018,1.042281219
BPS ATTENDANCE,5/21/2018,NA
CITY SERVICES SATISFACTION SURVEYS,5/21/2018,1.25
CODE ENFORCEMENT ON-TIME %,5/21/2018,1.25
CODE ENFORCEMENT TRASH COLLECTION,5/21/2018,1.25
EMS RESPONSE TIME,5/21/2018,0.967741935
GRAFFITI ON-TIME %,5/21/2018,NA
LIBRARY USERS,5/21/2018,0.881421277
MISSED TRASH ON-TIME %,5/21/2018,NA
PARKS MAINTENANCE ON-TIME %,5/21/2018,1.25
POTHOLE ON-TIME %,5/21/2018,NA
SIGN INSTALLATION ON-TIME %,5/21/2018,NA
SIGNAL REPAIR ON-TIME %,5/21/2018,NA
STREETLIGHT ON-TIME %,5/21/2018,NA
TREE MAINTENANCE ON-TIME %,5/21/2018,NA
311 CALL CENTER PERFORMANCE,5/22/2018,NA
311 CONSTITUENT EXPERIENCE SURVEYS,5/22/2018,1.25
BFD RESPONSE TIME,5/22/2018,0.961538462
BPS ATTENDANCE,5/22/2018,0.963468509
CITY SERVICES SATISFACTION SURVEYS,5/22/2018,0.625
CODE ENFORCEMENT ON-TIME %,5/22/2018,1.25
CODE ENFORCEMENT TRASH COLLECTION,5/22/2018,1.201923077
EMS RESPONSE TIME,5/22/2018,0.823799004
GRAFFITI ON-TIME %,5/22/2018,0.839694656
LIBRARY USERS,5/22/2018,1.303204865
MISSED TRASH ON-TIME %,5/22/2018,1.160714286
PARKS MAINTENANCE ON-TIME %,5/22/2018,1.081081081
POTHOLE ON-TIME %,5/22/2018,0.965909091
SIGN INSTALLATION ON-TIME %,5/22/2018,0.9375
SIGNAL REPAIR ON-TIME %,5/22/2018,1.171875
STREETLIGHT ON-TIME %,5/22/2018,0.673076923
TREE MAINTENANCE ON-TIME %,5/22/2018,1.25
311 CALL CENTER PERFORMANCE,5/23/2018,0.997137194
311 CONSTITUENT EXPERIENCE SURVEYS,5/23/2018,1
BFD RESPONSE TIME,5/23/2018,0.936819172
BPS ATTENDANCE,5/23/2018,0.975882478
CITY SERVICES SATISFACTION SURVEYS,5/23/2018,1.019230769
CODE ENFORCEMENT ON-TIME %,5/23/2018,1.214953271
CODE ENFORCEMENT TRASH COLLECTION,5/23/2018,1.25
EMS RESPONSE TIME,5/23/2018,1.044992136
GRAFFITI ON-TIME %,5/23/2018,0.740740741
LIBRARY USERS,5/23/2018,1.258211023
MISSED TRASH ON-TIME %,5/23/2018,1.25
PARKS MAINTENANCE ON-TIME %,5/23/2018,1.206896552
POTHOLE ON-TIME %,5/23/2018,1.201923077
SIGN INSTALLATION ON-TIME %,5/23/2018,0.9375
SIGNAL REPAIR ON-TIME %,5/23/2018,0.909090909
STREETLIGHT ON-TIME %,5/23/2018,0.5
TREE MAINTENANCE ON-TIME %,5/23/2018,0.803571429
311 CALL CENTER PERFORMANCE,5/24/2018,1.012262199
311 CONSTITUENT EXPERIENCE SURVEYS,5/24/2018,NA
BFD RESPONSE TIME,5/24/2018,0.987654321
BPS ATTENDANCE,5/24/2018,0.980624649
CITY SERVICES SATISFACTION SURVEYS,5/24/2018,0.833333333
CODE ENFORCEMENT ON-TIME %,5/24/2018,1.229166667
CODE ENFORCEMENT TRASH COLLECTION,5/24/2018,1.25
EMS RESPONSE TIME,5/24/2018,0.989010446
GRAFFITI ON-TIME %,5/24/2018,0.916666667
LIBRARY USERS,5/24/2018,1.203383198
MISSED TRASH ON-TIME %,5/24/2018,1.136363636
PARKS MAINTENANCE ON-TIME %,5/24/2018,0.875
POTHOLE ON-TIME %,5/24/2018,0.95
SIGN INSTALLATION ON-TIME %,5/24/2018,0.833333333
SIGNAL REPAIR ON-TIME %,5/24/2018,1.111111111
STREETLIGHT ON-TIME %,5/24/2018,0.75
TREE MAINTENANCE ON-TIME %,5/24/2018,1
311 CALL CENTER PERFORMANCE,5/25/2018,1.017249005
311 CONSTITUENT EXPERIENCE SURVEYS,5/25/2018,NA
BFD RESPONSE TIME,5/25/2018,0.905982906
BPS ATTENDANCE,5/25/2018,0.983544938
CITY SERVICES SATISFACTION SURVEYS,5/25/2018,0.833333333
CODE ENFORCEMENT ON-TIME %,5/25/2018,1.25
CODE ENFORCEMENT TRASH COLLECTION,5/25/2018,1.25
EMS RESPONSE TIME,5/25/2018,0.91370512
GRAFFITI ON-TIME %,5/25/2018,0.909090909
LIBRARY USERS,5/25/2018,1.052236221
MISSED TRASH ON-TIME %,5/25/2018,1.073529412
PARKS MAINTENANCE ON-TIME %,5/25/2018,1.125
POTHOLE ON-TIME %,5/25/2018,0.986842105
SIGN INSTALLATION ON-TIME %,5/25/2018,1.25
SIGNAL REPAIR ON-TIME %,5/25/2018,0.625
STREETLIGHT ON-TIME %,5/25/2018,0.833333333
TREE MAINTENANCE ON-TIME %,5/25/2018,1.136363636
311 CALL CENTER PERFORMANCE,5/26/2018,0.988399962
311 CONSTITUENT EXPERIENCE SURVEYS,5/26/2018,NA
BFD RESPONSE TIME,5/26/2018,0.777777778
BPS ATTENDANCE,5/26/2018,0.944297322
CITY SERVICES SATISFACTION SURVEYS,5/26/2018,0.75
CODE ENFORCEMENT ON-TIME %,5/26/2018,1.25
CODE ENFORCEMENT TRASH COLLECTION,5/26/2018,1.25
EMS RESPONSE TIME,5/26/2018,0.81264145
GRAFFITI ON-TIME %,5/26/2018,0.416666667
LIBRARY USERS,5/26/2018,0.978818126
MISSED TRASH ON-TIME %,5/26/2018,1.053370787
PARKS MAINTENANCE ON-TIME %,5/26/2018,1.022727273
POTHOLE ON-TIME %,5/26/2018,1.25
SIGN INSTALLATION ON-TIME %,5/26/2018,NA
SIGNAL REPAIR ON-TIME %,5/26/2018,1.25
STREETLIGHT ON-TIME %,5/26/2018,0.625
TREE MAINTENANCE ON-TIME %,5/26/2018,NA
311 CALL CENTER PERFORMANCE,5/27/2018,1.009335679
311 CONSTITUENT EXPERIENCE SURVEYS,5/27/2018,NA
BFD RESPONSE TIME,5/27/2018,NA
BPS ATTENDANCE,5/27/2018,NA
CITY SERVICES SATISFACTION SURVEYS,5/27/2018,0.583333333
CODE ENFORCEMENT ON-TIME %,5/27/2018,NA
CODE ENFORCEMENT TRASH COLLECTION,5/27/2018,NA
EMS RESPONSE TIME,5/27/2018,NA
GRAFFITI ON-TIME %,5/27/2018,0.284090909
LIBRARY USERS,5/27/2018,1.123633634
MISSED TRASH ON-TIME %,5/27/2018,NA
PARKS MAINTENANCE ON-TIME %,5/27/2018,NA
POTHOLE ON-TIME %,5/27/2018,1.25
SIGN INSTALLATION ON-TIME %,5/27/2018,NA
SIGNAL REPAIR ON-TIME %,5/27/2018,0.5
STREETLIGHT ON-TIME %,5/27/2018,0
TREE MAINTENANCE ON-TIME %,5/27/2018,NA
311 CALL CENTER PERFORMANCE,5/28/2018,1.031787389
311 CONSTITUENT EXPERIENCE SURVEYS,5/28/2018,1.25
BFD RESPONSE TIME,5/28/2018,0.987654321
BPS ATTENDANCE,5/28/2018,NA
CITY SERVICES SATISFACTION SURVEYS,5/28/2018,0.916666667
CODE ENFORCEMENT ON-TIME %,5/28/2018,1.25
CODE ENFORCEMENT TRASH COLLECTION,5/28/2018,1.25
EMS RESPONSE TIME,5/28/2018,0.96
GRAFFITI ON-TIME %,5/28/2018,NA
LIBRARY USERS,5/28/2018,0.775951981
MISSED TRASH ON-TIME %,5/28/2018,NA
PARKS MAINTENANCE ON-TIME %,5/28/2018,NA
POTHOLE ON-TIME %,5/28/2018,NA
SIGN INSTALLATION ON-TIME %,5/28/2018,NA
SIGNAL REPAIR ON-TIME %,5/28/2018,0.9375
STREETLIGHT ON-TIME %,5/28/2018,NA
TREE MAINTENANCE ON-TIME %,5/28/2018,NA
311 CALL CENTER PERFORMANCE,5/29/2018,1.043859649
311 CONSTITUENT EXPERIENCE SURVEYS,5/29/2018,NA
BFD RESPONSE TIME,5/29/2018,1.027617213
BPS ATTENDANCE,5/29/2018,NA
CITY SERVICES SATISFACTION SURVEYS,5/29/2018,1.125
CODE ENFORCEMENT ON-TIME %,5/29/2018,1.213235294
CODE ENFORCEMENT TRASH COLLECTION,5/29/2018,0.625
EMS RESPONSE TIME,5/29/2018,1.069837189
GRAFFITI ON-TIME %,5/29/2018,NA
LIBRARY USERS,5/29/2018,0.894424057
MISSED TRASH ON-TIME %,5/29/2018,1.141304348
PARKS MAINTENANCE ON-TIME %,5/29/2018,1.25
POTHOLE ON-TIME %,5/29/2018,NA
SIGN INSTALLATION ON-TIME %,5/29/2018,NA
SIGNAL REPAIR ON-TIME %,5/29/2018,1.25
STREETLIGHT ON-TIME %,5/29/2018,NA
TREE MAINTENANCE ON-TIME %,5/29/2018,NA
311 CALL CENTER PERFORMANCE,5/30/2018,0.99973552
311 CONSTITUENT EXPERIENCE SURVEYS,5/30/2018,1.25
BFD RESPONSE TIME,5/30/2018,0.953109072
BPS ATTENDANCE,5/30/2018,0.965914429
CITY SERVICES SATISFACTION SURVEYS,5/30/2018,1.027777778
CODE ENFORCEMENT ON-TIME %,5/30/2018,1.207865169
CODE ENFORCEMENT TRASH COLLECTION,5/30/2018,1.076388889
EMS RESPONSE TIME,5/30/2018,0.94488189
GRAFFITI ON-TIME %,5/30/2018,0.71969697
LIBRARY USERS,5/30/2018,1.313890086
MISSED TRASH ON-TIME %,5/30/2018,0.533333333
PARKS MAINTENANCE ON-TIME %,5/30/2018,0.972222222
POTHOLE ON-TIME %,5/30/2018,0.5078125
SIGN INSTALLATION ON-TIME %,5/30/2018,1.25
SIGNAL REPAIR ON-TIME %,5/30/2018,1
STREETLIGHT ON-TIME %,5/30/2018,0.909090909
TREE MAINTENANCE ON-TIME %,5/30/2018,1.083333333
311 CALL CENTER PERFORMANCE,5/31/2018,1.015069534
311 CONSTITUENT EXPERIENCE SURVEYS,5/31/2018,1
BFD RESPONSE TIME,5/31/2018,0.949494949
BPS ATTENDANCE,5/31/2018,0.970935809
CITY SERVICES SATISFACTION SURVEYS,5/31/2018,1
CODE ENFORCEMENT ON-TIME %,5/31/2018,1.21031746
CODE ENFORCEMENT TRASH COLLECTION,5/31/2018,1.25
EMS RESPONSE TIME,5/31/2018,1.00699357
GRAFFITI ON-TIME %,5/31/2018,0.833333333
LIBRARY USERS,5/31/2018,1.302256823
MISSED TRASH ON-TIME %,5/31/2018,1.160714286
PARKS MAINTENANCE ON-TIME %,5/31/2018,1.102941176
POTHOLE ON-TIME %,5/31/2018,1.171875
SIGN INSTALLATION ON-TIME %,5/31/2018,0
SIGNAL REPAIR ON-TIME %,5/31/2018,1.176470588
STREETLIGHT ON-TIME %,5/31/2018,0.677083333
TREE MAINTENANCE ON-TIME %,5/31/2018,1.25
311 CALL CENTER PERFORMANCE,6/1/2018,1.021069692
311 CONSTITUENT EXPERIENCE SURVEYS,6/1/2018,NA
BFD RESPONSE TIME,6/1/2018,0.886939571
BPS ATTENDANCE,6/1/2018,0.983942876
CITY SERVICES SATISFACTION SURVEYS,6/1/2018,0.75
CODE ENFORCEMENT ON-TIME %,6/1/2018,1.25
CODE ENFORCEMENT TRASH COLLECTION,6/1/2018,1.125
EMS RESPONSE TIME,6/1/2018,0.946123024
GRAFFITI ON-TIME %,6/1/2018,0.416666667
LIBRARY USERS,6/1/2018,1.097270715
MISSED TRASH ON-TIME %,6/1/2018,1.118421053
PARKS MAINTENANCE ON-TIME %,6/1/2018,1.077586207
POTHOLE ON-TIME %,6/1/2018,0.714285714
SIGN INSTALLATION ON-TIME %,6/1/2018,1.25
SIGNAL REPAIR ON-TIME %,6/1/2018,1.25
STREETLIGHT ON-TIME %,6/1/2018,0.511363636
TREE MAINTENANCE ON-TIME %,6/1/2018,1.25
